District,Station,Rainfall,Date
Chennai,Ambathur,93.0,2008-08-20
Chennai,Anna university,56.0,2008-08-20
Chennai,Chennai AP,44.4,2008-08-20
Chennai,DGP Office,40.4,2008-08-20
Chennai,MYLAPORE-TRIPLICANE TALUK,40.2,2008-08-20
Chennai,Pachaiyappa college,28.0,2008-08-20
Chennai,Govt. arts college,18.6,2008-08-20
Chennai,Ambathur,12.0,2008-08-21
Chennai,Govt. arts college,5.9,2008-08-21
Chennai,Purasawalkam - Perambur,3.0,2008-08-21
Chennai,Chennai nungambakkam,0.4,2008-08-21
Chennai,Ambathur,24.0,2008-08-22
Chennai,Anna university,11.0,2008-08-22
Chennai,Chennai AP,10.9,2008-08-22
Chennai,MYLAPORE-TRIPLICANE TALUK,8.2,2008-08-22
Chennai,DGP Office,7.8,2008-08-22
Chennai,Chennai nungambakkam,5.4,2008-08-22
Chennai,Govt. arts college,3.6,2008-08-22
Chennai,Purasawalkam - Perambur,3.0,2008-08-22
Chennai,Ambathur,11.0,2008-08-24
Chennai,Ambathur,2.0,2008-08-27
Chennai,Chennai AP,0.5,2008-09-01
Chennai,Ambathur,12.0,2008-09-02
Chennai,Chennai AP,5.0,2008-09-02
Chennai,Chennai AP,5.69,2008-09-03
Chennai,Anna university,0.4,2008-09-03
Chennai,Chennai nungambakkam,2.2,2008-09-06
Chennai,Anna university,1.0,2008-09-06
Chennai,Ambathur,12.0,2008-09-07
Chennai,Anna university,53.6,2008-09-08
Chennai,Chennai nungambakkam,51.2,2008-09-08
Chennai,Purasawalkam - Perambur,26.0,2008-09-08
Chennai,Pachaiyappa college,21.2,2008-09-08
Chennai,Govt. arts college,9.2,2008-09-08
Chennai,Ambathur,8.0,2008-09-08
Chennai,Chennai AP,5.8,2008-09-08
Chennai,MYLAPORE-TRIPLICANE TALUK,5.0,2008-09-08
Chennai,DGP Office,5.0,2008-09-08
Chennai,Chennai nungambakkam,5.4,2008-09-09
Chennai,Govt. arts college,2.3,2008-09-09
Chennai,Purasawalkam - Perambur,2.0,2008-09-09
Chennai,Chennai AP,1.4,2008-09-09
Chennai,Ambathur,2.0,2008-09-10
Chennai,Chennai AP,1.3,2008-09-10
Chennai,Chennai nungambakkam,1.0,2008-09-10
Chennai,Chennai AP,4.3,2008-09-11
Chennai,Ambathur,2.0,2008-09-11
Chennai,Purasawalkam - Perambur,2.0,2008-09-11
Chennai,Chennai nungambakkam,2.0,2008-09-11
Chennai,Anna university,1.6,2008-09-11
Chennai,Purasawalkam - Perambur,21.0,2008-09-15
Chennai,Chennai nungambakkam,17.6,2008-09-15
Chennai,Ambathur,16.0,2008-09-15
Chennai,Chennai AP,11.1,2008-09-15
Chennai,Ambathur,16.0,2008-09-16
Chennai,Ambathur,12.0,2008-09-21
Chennai,Chennai AP,11.2,2008-09-21
Chennai,Anna university,2.2,2008-09-21
Chennai,Chennai nungambakkam,2.0,2008-09-21
Chennai,Ambathur,89.0,2008-09-25
Chennai,Purasawalkam - Perambur,69.0,2008-09-25
Chennai,Anna university,68.0,2008-09-25
Chennai,Chennai nungambakkam,39.0,2008-09-25
Chennai,DGP Office,37.2,2008-09-25
Chennai,Chennai AP,33.3,2008-09-25
Chennai,Govt. arts college,17.0,2008-09-25
Chennai,Pachaiyappa college,16.5,2008-09-25
Chennai,MYLAPORE-TRIPLICANE TALUK,5.6,2008-09-25
Chennai,Chennai AP,3.6,2008-09-29
Chennai,Chennai nungambakkam,0.5,2008-09-29
Chennai,Ambathur,8.0,2008-09-30
Chennai,Chennai AP,6.6,2008-09-30
Chennai,Purasawalkam - Perambur,3.0,2008-09-30
Chennai,Govt. arts college,2.0,2008-09-30
Chennai,Ambathur,12.0,2008-10-04
Chennai,Ambathur,15.0,2008-10-05
Chennai,Chennai AP,0.5,2008-10-05
Chennai,Chennai AP,21.5,2008-10-12
Chennai,Anna university,20.8,2008-10-12
Chennai,Chennai nungambakkam,20.8,2008-10-12
Chennai,Ambathur,19.0,2008-10-12
Chennai,Purasawalkam - Perambur,19.0,2008-10-12
Chennai,MYLAPORE-TRIPLICANE TALUK,17.0,2008-10-12
Chennai,Govt. arts college,15.0,2008-10-12
Chennai,Pachaiyappa college,14.0,2008-10-12
Chennai,DGP Office,11.4,2008-10-12
Chennai,Chennai port trust,8.0,2008-10-12
Chennai,Chennai nungambakkam,48.6,2008-10-13
Chennai,Anna university,46.0,2008-10-13
Chennai,Ambathur,45.0,2008-10-13
Chennai,Chennai AP,40.5,2008-10-13
Chennai,Pachaiyappa college,30.0,2008-10-13
Chennai,Purasawalkam - Perambur,25.0,2008-10-13
Chennai,Govt. arts college,18.0,2008-10-13
Chennai,Chennai port trust,17.0,2008-10-13
Chennai,DGP Office,9.1,2008-10-13
Chennai,MYLAPORE-TRIPLICANE TALUK,3.0,2008-10-13
Chennai,Anna university,33.8,2008-10-14
Chennai,Pachaiyappa college,27.5,2008-10-14
Chennai,Chennai AP,19.2,2008-10-14
Chennai,Chennai nungambakkam,19.0,2008-10-14
Chennai,Ambathur,13.0,2008-10-14
Chennai,Purasawalkam - Perambur,10.0,2008-10-14
Chennai,MYLAPORE-TRIPLICANE TALUK,8.2,2008-10-14
Chennai,Govt. arts college,6.9,2008-10-14
Chennai,DGP Office,4.3,2008-10-14
Chennai,Anna university,10.8,2008-10-15
Chennai,Chennai AP,6.2,2008-10-15
Chennai,Ambathur,2.0,2008-10-15
Chennai,Chennai nungambakkam,1.1,2008-10-15
Chennai,Govt. arts college,0.8,2008-10-15
Chennai,Chennai AP,9.7,2008-10-16
Chennai,Purasawalkam - Perambur,9.1,2008-10-16
Chennai,Govt. arts college,6.9,2008-10-16
Chennai,Anna university,6.2,2008-10-16
Chennai,Ambathur,5.0,2008-10-16
Chennai,MYLAPORE-TRIPLICANE TALUK,4.3,2008-10-16
Chennai,DGP Office,3.8,2008-10-16
Chennai,Chennai nungambakkam,1.5,2008-10-16
Chennai,Chennai nungambakkam,24.1,2008-10-17
Chennai,Govt. arts college,19.9,2008-10-17
Chennai,Purasawalkam - Perambur,15.1,2008-10-17
Chennai,Ambathur,12.0,2008-10-17
Chennai,Anna university,11.4,2008-10-17
Chennai,Pachaiyappa college,7.0,2008-10-17
Chennai,Chennai AP,6.4,2008-10-17
Chennai,DGP Office,1.4,2008-10-17
Chennai,MYLAPORE-TRIPLICANE TALUK,1.0,2008-10-17
Chennai,Chennai AP,29.6,2008-10-18
Chennai,MYLAPORE-TRIPLICANE TALUK,16.9,2008-10-18
Chennai,DGP Office,14.5,2008-10-18
Chennai,Anna university,12.8,2008-10-18
Chennai,Chennai nungambakkam,10.9,2008-10-18
Chennai,Pachaiyappa college,8.5,2008-10-18
Chennai,Ambathur,8.0,2008-10-18
Chennai,Govt. arts college,6.8,2008-10-18
Chennai,Purasawalkam - Perambur,5.0,2008-10-18
Chennai,Anna university,14.8,2008-10-19
Chennai,Ambathur,14.0,2008-10-19
Chennai,Govt. arts college,12.8,2008-10-19
Chennai,DGP Office,11.2,2008-10-19
Chennai,MYLAPORE-TRIPLICANE TALUK,8.3,2008-10-19
Chennai,Purasawalkam - Perambur,7.1,2008-10-19
Chennai,Chennai AP,5.5,2008-10-19
Chennai,Pachaiyappa college,5.0,2008-10-19
Chennai,Chennai nungambakkam,4.5,2008-10-19
Chennai,Purasawalkam - Perambur,44.0,2008-10-20
Chennai,Ambathur,26.0,2008-10-20
Chennai,Anna university,25.6,2008-10-20
Chennai,Govt. arts college,20.0,2008-10-20
Chennai,Pachaiyappa college,17.5,2008-10-20
Chennai,MYLAPORE-TRIPLICANE TALUK,15.2,2008-10-20
Chennai,Chennai nungambakkam,13.9,2008-10-20
Chennai,DGP Office,13.4,2008-10-20
Chennai,Chennai AP,12.1,2008-10-20
Chennai,Anna university,96.6,2008-10-21
Chennai,Chennai AP,95.6,2008-10-21
Chennai,Ambathur,93.0,2008-10-21
Chennai,Purasawalkam - Perambur,88.0,2008-10-21
Chennai,MYLAPORE-TRIPLICANE TALUK,80.2,2008-10-21
Chennai,Chennai nungambakkam,71.5,2008-10-21
Chennai,Govt. arts college,66.6,2008-10-21
Chennai,DGP Office,65.1,2008-10-21
Chennai,Pachaiyappa college,54.6,2008-10-21
Chennai,Chennai AP,30.4,2008-10-22
Chennai,Anna university,23.4,2008-10-22
Chennai,Ambathur,15.0,2008-10-22
Chennai,DGP Office,14.5,2008-10-22
Chennai,Chennai nungambakkam,10.8,2008-10-22
Chennai,MYLAPORE-TRIPLICANE TALUK,10.2,2008-10-22
Chennai,Purasawalkam - Perambur,9.2,2008-10-22
Chennai,Pachaiyappa college,7.9,2008-10-22
Chennai,Govt. arts college,4.6,2008-10-22
Chennai,MYLAPORE-TRIPLICANE TALUK,92.0,2008-10-23
Chennai,Purasawalkam - Perambur,74.0,2008-10-23
Chennai,DGP Office,73.3,2008-10-23
Chennai,Anna university,72.0,2008-10-23
Chennai,Govt. arts college,68.3,2008-10-23
Chennai,Chennai nungambakkam,58.5,2008-10-23
Chennai,Chennai AP,38.3,2008-10-23
Chennai,Ambathur,38.0,2008-10-23
Chennai,Pachaiyappa college,22.5,2008-10-23
Chennai,Chennai AP,17.2,2008-10-24
Chennai,Anna university,5.0,2008-10-24
Chennai,Chennai nungambakkam,1.2,2008-10-24
Chennai,Govt. arts college,0.8,2008-10-24
Chennai,Chennai AP,123.2,2008-10-25
Chennai,Anna university,91.4,2008-10-25
Chennai,Govt. arts college,90.3,2008-10-25
Chennai,Chennai nungambakkam,86.2,2008-10-25
Chennai,Pachaiyappa college,72.5,2008-10-25
Chennai,DGP Office,68.6,2008-10-25
Chennai,MYLAPORE-TRIPLICANE TALUK,60.0,2008-10-25
Chennai,Purasawalkam - Perambur,56.0,2008-10-25
Chennai,Ambathur,55.0,2008-10-25
Chennai,Chennai AP,0.1,2008-10-26
Chennai,Ambathur,16.0,2008-11-11
Chennai,Anna university,10.6,2008-11-11
Chennai,Chennai AP,10.3,2008-11-11
Chennai,Chennai nungambakkam,4.7,2008-11-11
Chennai,Govt. arts college,0.5,2008-11-11
Chennai,Govt. arts college,7.0,2008-11-12
Chennai,Chennai nungambakkam,3.9,2008-11-12
Chennai,Anna university,3.1,2008-11-12
Chennai,Purasawalkam - Perambur,3.0,2008-11-12
Chennai,Chennai AP,2.5,2008-11-12
Chennai,Chennai AP,0.3,2008-11-13
Chennai,Anna university,8.8,2008-11-14
Chennai,Chennai nungambakkam,6.6,2008-11-14
Chennai,Chennai AP,4.8,2008-11-14
Chennai,Purasawalkam - Perambur,2.0,2008-11-14
Chennai,Govt. arts college,1.0,2008-11-14
Chennai,Chennai nungambakkam,0.2,2008-11-15
Chennai,Chennai AP,0.2,2008-11-15
Chennai,Ambathur,35.0,2008-11-16
Chennai,Purasawalkam - Perambur,18.0,2008-11-16
Chennai,Govt. arts college,17.1,2008-11-16
Chennai,Chennai nungambakkam,16.8,2008-11-16
Chennai,Chennai AP,14.2,2008-11-16
Chennai,Anna university,13.4,2008-11-16
Chennai,DGP Office,12.8,2008-11-16
Chennai,MYLAPORE-TRIPLICANE TALUK,11.6,2008-11-16
Chennai,Pachaiyappa college,4.5,2008-11-16
Chennai,Purasawalkam - Perambur,4.0,2008-11-19
Chennai,Chennai AP,4.0,2008-11-19
Chennai,Chennai nungambakkam,0.2,2008-11-19
Chennai,Chennai AP,0.1,2008-11-21
Chennai,Chennai nungambakkam,84.0,2008-11-22
Chennai,Govt. arts college,53.0,2008-11-22
Chennai,Chennai AP,49.0,2008-11-22
Chennai,Anna university,47.0,2008-11-22
Chennai,Purasawalkam - Perambur,41.0,2008-11-22
Chennai,Ambathur,36.0,2008-11-22
Chennai,Pachaiyappa college,33.5,2008-11-22
Chennai,DGP Office,21.0,2008-11-22
Chennai,MYLAPORE-TRIPLICANE TALUK,17.0,2008-11-22
Chennai,Ambathur,43.0,2008-11-23
Chennai,Govt. arts college,33.0,2008-11-23
Chennai,Chennai nungambakkam,26.5,2008-11-23
Chennai,Chennai AP,25.4,2008-11-23
Chennai,Purasawalkam - Perambur,24.4,2008-11-23
Chennai,Pachaiyappa college,18.0,2008-11-23
Chennai,DGP Office,15.6,2008-11-23
Chennai,MYLAPORE-TRIPLICANE TALUK,14.3,2008-11-23
Chennai,Anna university,3.8,2008-11-23
Chennai,Ambathur,31.0,2008-11-24
Chennai,Chennai nungambakkam,23.0,2008-11-24
Chennai,Pachaiyappa college,16.5,2008-11-24
Chennai,Purasawalkam - Perambur,10.0,2008-11-24
Chennai,Anna university,7.4,2008-11-24
Chennai,Chennai AP,5.6,2008-11-24
Chennai,Govt. arts college,4.0,2008-11-24
Chennai,DGP Office,3.1,2008-11-24
Chennai,Chennai nungambakkam,1.8,2008-11-25
Chennai,Govt. arts college,1.0,2008-11-25
Chennai,Anna university,0.6,2008-11-25
Chennai,Chennai AP,0.2,2008-11-25
Chennai,Chennai AP,113.1,2008-11-26
Chennai,Anna university,107.0,2008-11-26
Chennai,Chennai nungambakkam,94.0,2008-11-26
Chennai,DGP Office,90.0,2008-11-26
Chennai,MYLAPORE-TRIPLICANE TALUK,88.0,2008-11-26
Chennai,Govt. arts college,84.2,2008-11-26
Chennai,Pachaiyappa college,75.7,2008-11-26
Chennai,Ambathur,64.0,2008-11-26
Chennai,Purasawalkam - Perambur,63.8,2008-11-26
Chennai,Chennai nungambakkam,137.7,2008-11-27
Chennai,Chennai AP,133.8,2008-11-27
Chennai,Anna university,116.0,2008-11-27
Chennai,Ambathur,109.0,2008-11-27
Chennai,MYLAPORE-TRIPLICANE TALUK,95.2,2008-11-27
Chennai,Govt. arts college,91.4,2008-11-27
Chennai,DGP Office,88.1,2008-11-27
Chennai,Purasawalkam - Perambur,83.2,2008-11-27
Chennai,Pachaiyappa college,68.5,2008-11-27
Chennai,Chennai AP,279.2,2008-11-28
Chennai,Anna university,235.0,2008-11-28
Chennai,MYLAPORE-TRIPLICANE TALUK,181.2,2008-11-28
Chennai,Ambathur,148.0,2008-11-28
Chennai,Chennai nungambakkam,136.9,2008-11-28
Chennai,Purasawalkam - Perambur,109.0,2008-11-28
Chennai,DGP Office,108.6,2008-11-28
Chennai,Govt. arts college,93.4,2008-11-28
Chennai,Pachaiyappa college,67.7,2008-11-28
Chennai,Ambathur,62.0,2008-11-29
Chennai,Chennai AP,49.1,2008-11-29
Chennai,Anna university,44.7,2008-11-29
Chennai,Govt. arts college,38.1,2008-11-29
Chennai,Chennai nungambakkam,31.1,2008-11-29
Chennai,Pachaiyappa college,31.0,2008-11-29
Chennai,Purasawalkam - Perambur,25.0,2008-11-29
Chennai,MYLAPORE-TRIPLICANE TALUK,22.1,2008-11-29
Chennai,DGP Office,18.3,2008-11-29
Chennai,Anna university,22.2,2008-11-30
Chennai,MYLAPORE-TRIPLICANE TALUK,14.2,2008-11-30
Chennai,DGP Office,12.1,2008-11-30
Chennai,Govt. arts college,9.2,2008-11-30
Chennai,Purasawalkam - Perambur,8.0,2008-11-30
Chennai,Pachaiyappa college,7.8,2008-11-30
Chennai,Ambathur,7.0,2008-11-30
Chennai,Chennai nungambakkam,6.4,2008-11-30
Chennai,Chennai AP,6.3,2008-11-30
Chennai,Purasawalkam - Perambur,4.0,2008-12-01
Chennai,Chennai nungambakkam,2.8,2008-12-01
Chennai,Ambathur,2.0,2008-12-01
Chennai,Govt. arts college,2.0,2008-12-01
Chennai,Chennai AP,1.4,2008-12-01
Chennai,Anna university,0.4,2008-12-01
Chennai,MYLAPORE-TRIPLICANE TALUK,0.3,2008-12-01
Chennai,DGP Office,0.1,2008-12-01
Chennai,Chennai AP,0.3,2008-12-02
Chennai,Govt. arts college,0.2,2008-12-02
Chennai,Anna university,0.1,2008-12-02
Chennai,Chennai AP,6.7,2008-12-09
Chennai,Chennai nungambakkam,5.2,2008-12-09
Chennai,Ambathur,4.0,2008-12-09
Chennai,Govt. arts college,0.5,2008-12-09
Chennai,MYLAPORE-TRIPLICANE TALUK,0.4,2008-12-09
Chennai,Purasawalkam - Perambur,0.3,2008-12-09
Chennai,DGP Office,0.2,2008-12-09
Chennai,Purasawalkam - Perambur,9.1,2008-12-10
Chennai,Pachaiyappa college,8.1,2008-12-10
Chennai,Govt. arts college,7.4,2008-12-10
Chennai,Chennai nungambakkam,7.3,2008-12-10
Chennai,Ambathur,3.0,2008-12-10
Chennai,MYLAPORE-TRIPLICANE TALUK,1.4,2008-12-10
Chennai,DGP Office,1.1,2008-12-10
Chennai,Chennai AP,1.1,2008-12-10
Chennai,Anna university,0.8,2008-12-10
Chennai,Chennai nungambakkam,0.3,2008-12-14
Chennai,Chennai nungambakkam,0.3,2008-12-15
Chennai,Chennai AP,0.3,2008-12-16
Chennai,Chennai nungambakkam,0.3,2008-12-25
Chennai,Chennai nungambakkam,0.1,2009-01-07
Chennai,Chennai AP,26.5,2009-01-08
Chennai,Chennai nungambakkam,19.3,2009-01-08
Chennai,Ambathur,15.0,2009-01-08
Chennai,Anna university,11.5,2009-01-08
Chennai,DGP Office,4.9,2009-01-08
Chennai,Govt. arts college,3.5,2009-01-08
Chennai,Pachaiyappa college,3.4,2009-01-08
Chennai,MYLAPORE-TRIPLICANE TALUK,2.9,2009-01-08
Chennai,Purasawalkam - Perambur,1.9,2009-01-08
Chennai,Chennai AP,0.4,2009-01-14
Chennai,Chennai AP,6.9,2009-01-16
Chennai,Chennai nungambakkam,1.7,2009-01-16
Chennai,Anna university,0.9,2009-01-16
Chennai,DGP Office,0.8,2009-01-16
Chennai,MYLAPORE-TRIPLICANE TALUK,0.6,2009-01-16
Chennai,Pachaiyappa college,0.5,2009-01-16
Chennai,Chennai nungambakkam,0.4,2009-03-10
Chennai,Chennai AP,2.1,2009-03-11
Chennai,Chennai nungambakkam,1.6,2009-03-11
Chennai,Ambathur,15.0,2009-05-16
Chennai,Chennai nungambakkam,1.1,2009-05-24
Chennai,Chennai AP,0.9,2009-05-24
Chennai,Chennai nungambakkam,1.3,2009-06-05
Chennai,Chennai AP,0.2,2009-06-05
Chennai,Govt. arts college,0.2,2009-06-05
Chennai,Purasawalkam - Perambur,0.2,2009-06-05
Chennai,DGP Office,0.1,2009-06-05
Chennai,Chennai nungambakkam,11.8,2009-06-09
Chennai,Chennai AP,0.1,2009-06-09
Chennai,Ambathur,36.0,2009-06-21
Chennai,Chennai nungambakkam,5.6,2009-06-21
Chennai,Govt. arts college,2.1,2009-06-21
Chennai,Pachaiyappa college,2.0,2009-06-21
Chennai,DGP Office,1.9,2009-06-21
Chennai,Purasawalkam - Perambur,1.8,2009-06-21
Chennai,Chennai AP,1.5,2009-06-21
Chennai,MYLAPORE-TRIPLICANE TALUK,1.5,2009-06-21
Chennai,Anna university,1.1,2009-06-21
Chennai,Anna university,4.8,2009-06-23
Chennai,Ambathur,3.0,2009-06-23
Chennai,MYLAPORE-TRIPLICANE TALUK,2.1,2009-06-23
Chennai,Chennai AP,2.0,2009-06-23
Chennai,Govt. arts college,1.8,2009-06-23
Chennai,Pachaiyappa college,1.8,2009-06-23
Chennai,Chennai nungambakkam,1.6,2009-06-23
Chennai,Purasawalkam - Perambur,1.6,2009-06-23
Chennai,DGP Office,0.5,2009-06-23
Chennai,Chennai AP,1.5,2009-06-25
Chennai,Anna university,1.0,2009-06-25
Chennai,Chennai AP,3.6,2009-06-26
Chennai,Anna university,2.0,2009-06-26
Chennai,Chennai nungambakkam,2.0,2009-06-27
Chennai,Chennai AP,0.3,2009-06-27
Chennai,Chennai AP,6.9,2009-06-28
Chennai,Chennai nungambakkam,0.2,2009-06-28
Chennai,Chennai nungambakkam,0.6,2009-07-02
Chennai,Chennai AP,0.2,2009-07-02
Chennai,Chennai AP,4.9,2009-07-03
Chennai,Anna university,4.0,2009-07-03
Chennai,MYLAPORE-TRIPLICANE TALUK,3.2,2009-07-03
Chennai,DGP Office,2.9,2009-07-03
Chennai,Chennai nungambakkam,2.4,2009-07-03
Chennai,Govt. arts college,2.0,2009-07-03
Chennai,Pachaiyappa college,1.8,2009-07-03
Chennai,Purasawalkam - Perambur,1.7,2009-07-03
Chennai,Chennai nungambakkam,0.6,2009-07-04
Chennai,Ambathur,10.0,2009-07-05
Chennai,Chennai nungambakkam,4.4,2009-07-05
Chennai,Chennai AP,3.7,2009-07-05
Chennai,Anna university,3.0,2009-07-05
Chennai,Govt. arts college,2.7,2009-07-05
Chennai,Pachaiyappa college,2.7,2009-07-05
Chennai,DGP Office,2.0,2009-07-05
Chennai,MYLAPORE-TRIPLICANE TALUK,1.5,2009-07-05
Chennai,Purasawalkam - Perambur,0.8,2009-07-05
Chennai,Chennai AP,0.4,2009-07-09
Chennai,Chennai nungambakkam,0.3,2009-07-09
Chennai,Chennai AP,0.5,2009-07-13
Chennai,Chennai nungambakkam,0.1,2009-07-13
Chennai,Ambathur,4.0,2009-07-16
Chennai,Chennai AP,0.6,2009-07-16
Chennai,Chennai nungambakkam,0.6,2009-07-16
Chennai,Chennai AP,4.2,2009-07-20
Chennai,Anna university,3.6,2009-07-20
Chennai,Pachaiyappa college,2.8,2009-07-20
Chennai,Chennai nungambakkam,2.6,2009-07-20
Chennai,MYLAPORE-TRIPLICANE TALUK,2.2,2009-07-20
Chennai,Purasawalkam - Perambur,1.6,2009-07-20
Chennai,Anna university,17.2,2009-07-28
Chennai,MYLAPORE-TRIPLICANE TALUK,15.0,2009-07-28
Chennai,Chennai AP,14.8,2009-07-28
Chennai,DGP Office,12.0,2009-07-28
Chennai,Purasawalkam - Perambur,11.0,2009-07-28
Chennai,Chennai nungambakkam,6.5,2009-07-28
Chennai,Govt. arts college,5.0,2009-07-28
Chennai,Pachaiyappa college,4.0,2009-07-28
Chennai,Ambathur,4.0,2009-07-28
Chennai,MYLAPORE-TRIPLICANE TALUK,20.2,2009-07-29
Chennai,Pachaiyappa college,14.2,2009-07-29
Chennai,Chennai nungambakkam,13.6,2009-07-29
Chennai,DGP Office,11.0,2009-07-29
Chennai,Purasawalkam - Perambur,9.0,2009-07-29
Chennai,Anna university,8.2,2009-07-29
Chennai,Govt. arts college,8.0,2009-07-29
Chennai,Ambathur,5.0,2009-07-29
Chennai,Chennai AP,3.1,2009-07-29
Chennai,Ambathur,2.0,2009-07-30
Chennai,Chennai nungambakkam,0.2,2009-07-30
Chennai,Chennai AP,0.1,2009-07-30
Chennai,Chennai AP,34.2,2009-07-31
Chennai,Anna university,14.6,2009-07-31
Chennai,MYLAPORE-TRIPLICANE TALUK,12.0,2009-07-31
Chennai,DGP Office,9.5,2009-07-31
Chennai,Govt. arts college,8.8,2009-07-31
Chennai,Chennai nungambakkam,4.9,2009-07-31
Chennai,Pachaiyappa college,4.2,2009-07-31
Chennai,Ambathur,2.0,2009-07-31
Chennai,Chennai AP,18.8,2009-08-01
Chennai,Chennai nungambakkam,7.0,2009-08-01
Chennai,Pachaiyappa college,4.5,2009-08-01
Chennai,Anna university,4.2,2009-08-01
Chennai,MYLAPORE-TRIPLICANE TALUK,3.5,2009-08-01
Chennai,DGP Office,2.0,2009-08-01
Chennai,Govt. arts college,1.0,2009-08-01
Chennai,Chennai AP,17.8,2009-08-02
Chennai,Anna university,11.4,2009-08-02
Chennai,Chennai AP,16.4,2009-08-05
Chennai,MYLAPORE-TRIPLICANE TALUK,11.5,2009-08-05
Chennai,Anna university,8.0,2009-08-05
Chennai,DGP Office,6.5,2009-08-05
Chennai,Ambathur,5.0,2009-08-05
Chennai,Govt. arts college,2.4,2009-08-05
Chennai,Chennai nungambakkam,0.4,2009-08-05
Chennai,Pachaiyappa college,0.2,2009-08-05
Chennai,Chennai AP,0.3,2009-08-06
Chennai,Anna university,0.1,2009-08-06
Chennai,Chennai nungambakkam,1.2,2009-08-07
Chennai,Chennai AP,3.4,2009-08-09
Chennai,Chennai nungambakkam,0.4,2009-08-09
Chennai,Purasawalkam - Perambur,32.0,2009-08-11
Chennai,MYLAPORE-TRIPLICANE TALUK,31.0,2009-08-11
Chennai,DGP Office,28.5,2009-08-11
Chennai,Anna university,22.2,2009-08-11
Chennai,Chennai nungambakkam,17.0,2009-08-11
Chennai,Govt. arts college,14.0,2009-08-11
Chennai,Pachaiyappa college,13.0,2009-08-11
Chennai,Chennai AP,1.8,2009-08-11
Chennai,Ambathur,89.0,2009-08-15
Chennai,Purasawalkam - Perambur,30.0,2009-08-15
Chennai,Chennai AP,27.6,2009-08-15
Chennai,Anna university,17.0,2009-08-15
Chennai,Govt. arts college,16.2,2009-08-15
Chennai,MYLAPORE-TRIPLICANE TALUK,15.0,2009-08-15
Chennai,Chennai nungambakkam,14.4,2009-08-15
Chennai,DGP Office,13.5,2009-08-15
Chennai,Pachaiyappa college,13.1,2009-08-15
Chennai,Govt. arts college,4.0,2009-08-17
Chennai,MYLAPORE-TRIPLICANE TALUK,2.5,2009-08-17
Chennai,Anna university,2.2,2009-08-17
Chennai,DGP Office,1.5,2009-08-17
Chennai,Chennai nungambakkam,1.0,2009-08-17
Chennai,Chennai AP,19.8,2009-08-18
Chennai,Anna university,19.4,2009-08-18
Chennai,Pachaiyappa college,19.2,2009-08-18
Chennai,Purasawalkam - Perambur,19.0,2009-08-18
Chennai,Ambathur,19.0,2009-08-18
Chennai,Govt. arts college,18.2,2009-08-18
Chennai,Chennai nungambakkam,17.5,2009-08-18
Chennai,MYLAPORE-TRIPLICANE TALUK,17.0,2009-08-18
Chennai,DGP Office,15.5,2009-08-18
Chennai,Chennai AP,0.3,2009-08-19
Chennai,Chennai nungambakkam,0.2,2009-08-21
Chennai,Chennai AP,10.1,2009-08-24
Chennai,Chennai nungambakkam,3.9,2009-08-24
Chennai,MYLAPORE-TRIPLICANE TALUK,1.0,2009-08-24
Chennai,DGP Office,0.5,2009-08-24
Chennai,Anna university,0.5,2009-08-24
Chennai,Chennai nungambakkam,11.5,2009-08-25
Chennai,Govt. arts college,9.4,2009-08-25
Chennai,Ambathur,8.0,2009-08-25
Chennai,Purasawalkam - Perambur,6.1,2009-08-25
Chennai,Chennai AP,0.6,2009-08-25
Chennai,MYLAPORE-TRIPLICANE TALUK,0.5,2009-08-25
Chennai,Pachaiyappa college,0.5,2009-08-25
Chennai,Chennai AP,18.2,2009-08-27
Chennai,Anna university,8.6,2009-08-27
Chennai,DGP Office,8.2,2009-08-27
Chennai,MYLAPORE-TRIPLICANE TALUK,8.2,2009-08-27
Chennai,Chennai nungambakkam,7.6,2009-08-27
Chennai,Govt. arts college,7.0,2009-08-27
Chennai,Purasawalkam - Perambur,6.1,2009-08-27
Chennai,Pachaiyappa college,5.1,2009-08-27
Chennai,Ambathur,2.0,2009-08-27
Chennai,Chennai nungambakkam,0.4,2009-08-29
Chennai,Anna university,12.0,2009-08-31
Chennai,MYLAPORE-TRIPLICANE TALUK,11.5,2009-08-31
Chennai,DGP Office,9.0,2009-08-31
Chennai,Chennai AP,8.4,2009-08-31
Chennai,Chennai nungambakkam,4.4,2009-08-31
Chennai,Govt. arts college,3.4,2009-08-31
Chennai,Pachaiyappa college,3.0,2009-08-31
Chennai,Purasawalkam - Perambur,2.6,2009-08-31
Chennai,Ambathur,2.0,2009-08-31
Chennai,Chennai AP,45.1,2009-09-01
Chennai,Chennai nungambakkam,35.0,2009-09-01
Chennai,Pachaiyappa college,33.0,2009-09-01
Chennai,Purasawalkam - Perambur,30.2,2009-09-01
Chennai,Govt. arts college,22.2,2009-09-01
Chennai,Ambathur,21.0,2009-09-01
Chennai,MYLAPORE-TRIPLICANE TALUK,5.0,2009-09-01
Chennai,DGP Office,4.5,2009-09-01
Chennai,Anna university,4.0,2009-09-01
Chennai,Chennai AP,4.2,2009-09-02
Chennai,Ambathur,4.0,2009-09-02
Chennai,Chennai nungambakkam,3.9,2009-09-02
Chennai,Govt. arts college,3.2,2009-09-02
Chennai,Anna university,3.2,2009-09-02
Chennai,Pachaiyappa college,3.2,2009-09-02
